PIM | Brand,UPC Code,English Description,COST
Eucerin,6001051001606,"<h3><strong>Highlights:</strong></h3><ul><li><strong>The formula has been clinically and dermatologically proven to deliver immediate relief and intense, long-lasting moisturisation, delaying dryness and roughness for up to 48 hours.</strong></li><li><strong>The lotion is suitable for mature skin and those with Diabetes, Psoriasis and Keratosis Pilaris.</strong></li><li><strong>It can also be used as adjunctive care.</strong></li><li><strong>The lotion delivers immediate + 48h relief for very dry, rough skin so it feels smooth and supple again.</strong></li><li><strong>The lotion is suitable for skin with these conditions.</strong></li><li><strong>It can also be used for adjunctive care.</strong></li><li><strong>The lotion is suitable for all adult skin.</strong></li></ul>",111.0
Eucerin,6001051004980,"<h3><strong>Highlights:</strong></h3><p><strong>The fast-absorbing, ultra-light texture effortlessly adheres to your skin, acting on pigmentation. brightening the complexion while reducing pigment spots and preventing new ones. combined with hyaluronic acid and glycerin the skin ends up looking more uniform, refined, hydrated, and with a natural radiant glow.</strong></p><ul>
<li><strong>Treats the root cause of hyperpigmentation.</strong></li><li><strong>Contains glycerin and hyaluronic acid.</strong></li><li><strong>Maintains skin moisture.</strong></li></ul>",224.2
Bio Oil,6001159127352,"<p><strong>Highlights:</strong></p><ul><li>IMPROVES APPEARANCE OF ACNE SCARS AND STRETCH MARKS - Clinically proven to help repair skin damage and scars from pregnancy, surgery, injury, acne, C-section, aging, and more. Bio-Oil is non comedogenic and a great acne scar treatment for face</li><li>PACKED WITH POWERFUL, NATURAL OILS - Vitamin A Oil promotes the formation of new collagen and assists in skin renewal, increasing skin elasticity. Vitamin E Oil, Chamomile Oil, Sunflower Oil, and Lavender Oil are anti-inflammatory and promote healthy skin</li><li>LOCKS IN ESSENTIAL MOISTURE WITHOUT CLOGGING PORES - Uniquely formulated, non-greasy body oil that hydrates skin and helps retain moisture to repair scars without clogging your pores. Effective acne scar healer and anti-aging face moisturizer for women</li><li>HELPS SMOOTH UNEVEN SKIN TONES - Works naturally to improve the appearance of uneven skin tones, for light and dark skin tones. Mineral oil, one of Bio-Oil\'s base oils, works bo</",49.0
ChildLife Essentials,608274101005,<h3><strong>Highlights:</strong></h3><ul><li><strong>ChildLife® Echinacea is made especially for infants and children</strong></li><li><strong>organically grown and flavored with natural sweet orange essential oil.<br></strong></li><li><strong>Nutrition for Kids!®</strong></li><li><strong>Great Taste</strong></li><li><strong>Dietary Supplement</strong></li></ul>,59.0
MRM Nutrition,609492800152,"<p><strong>Highlights:</strong></p><ul>
<li>Eco Friendly Packaging</li><li>By MRM Nutrition</li><li>Non GMO Project Verified</li><li>Certified Vegan</li><li>Gluten Free</li><li>The Perfect Tea</li></ul>",79.0
Dorofen,610644193114, ,81.9
Tung,614373347237,"<h3><strong>Highlights:</strong></h3><ul>
<li><strong>A unique advanced formula containing zinc to eliminate bad breath bacteria.</strong></li><li><strong>In just ten seconds you can remove microbes from your mouth and feel fresh.</strong></li><li><strong>It cleans the tongue well and gives it a pleasant smell thanks to the fresh mint flavour.</strong></li><li><strong>Great-tasting formula leaves tongue feeling fresh</strong></li><li><strong>Loosens sticky plaque from the tongue</strong></li><li><strong>Works better than standard toothpaste</strong></li><li><strong>Specifically designed to get into these grooves and clean bacteria</strong></li><li><strong>Working quickly and fast</strong></li></ul>",46.26
Tung,614373960245,"<h3><strong>Highlights:</strong></h3><ul>
<li><strong>Tung Tongue Cleaning Brush: Specially designed to clean the surface of the tongue, freshen breath, and combat bad breath.&nbsp;</strong></li><li><strong>It also eliminates germs that cause bad odor from the tongue.&nbsp;</strong></li><li><strong>This design was chosen by dentists to reach far areas of the tongue, with short bristles for comfortable cleaning.&nbsp;</strong></li><li><strong>The best choice. To get rid of the bad smell.</strong></li></ul>",29.0
La belle,6198712221111,"<p><strong>Highlights:</strong></p><ul><li>Auto power off feature.</li><li>Practical handle design.</li><li>Unique design with ceramic edges.</li><li>Swivel cord with 360 degree rotation.</li><li>The temperature reaches up to 200 degree Celsius.</li><li>Enhanced with negative ion technology and heat-preventing
simultaneously.</li></ul>",260.0
Ferro,6221032131973, ,7.0
Epimag,6221032160423, ,6.2
Epicogel,6221032220868, ,6.2
Kapect,6221032221308,"<p><strong>Highlights:</strong></p><ul>
<li>Kaolin is a native hydrated aluminium silicate and pectin is a purified carbohydrate product from citrus fruit rind.</li><li>Kaolin acts by adsorbing gases, toxins and bacteria from the alimentary tract and by increasing the bulk of stools.</li><li>thus it is employed in the symptomatic treatment of gastrointestinal conditions associated with diarrhoea.</li><li>Pectin not only provides additional adsorptive power to that of kaolin, but it also has a coating effect on the bowel.</li></ul>",9.3
Betaderm,6221032240262, ,4.2
Betaderm,6221032240590, ,4.2
Coli Urinal,6221035401059, ,6.75
Ticanase,6221076160588, ,20.0
Farcolin,6221151000891, ,10.85
Vidrop,6221508220422,,7.75
Fawar,6223000010365, ,6.45
Sine Up,6223000010419, ,4.7
Fawar,6223000010433, ,6.45
Dermatin,6223000011386,"<p><strong>Highlights:</strong></p><ul>
<li>Dermatin Anti-fungal Solution is an anti-fungal liquid with the active ingredient Clotrimazole</li><li>Medicated liquid that can be used to treat Athlete’s Foot, Jock Itch, and Intertrigo</li><li>Apply Dermatin liquid anti-fungal medication thinly to the affected area 2 to 3 times per day and rub in gently</li><li>For successful treatment, it is important to use Dermatin Anti-Fungal solution reliably and for a sufficient period</li></ul>",8.3
Sanovit,6223005462602, ,26.55
Votrex,6251065012062,"<p><strong>Highlights:</strong></p><ul>
<li>Back pain.</li><li>Sprains, strains, sport injuries, dislocations and fractures.</li><li>Conditions affecting the tendons such as tendonitis.</li><li>Mild pain.</li></ul>",10.25
Tidilor,6251106200175, ,13.6
Diclogesic,6251107014016, ,9.05
Ambolar,6251107072016, ,7.15
Hairgrow,6251107220028,"<p><strong>Highlights:</strong></p><ul><li>Quantity: 50ml</li><li>Comes with 5% minoxidil, 3 months supply</li></ul>",99.0
Tyra,6251107424518,"<p><strong>Highlights:</strong></p><ul>
<li>Tyra 20 mg is a treatment for adult men with erectile dysfunction.</li><li>This is when a man cannot get, or keep a hard, erect penis suitable for sexual activity.</li><li>Tyra has been shown to significantly improve the ability to obtain a hard erect penis suitable for sexual activity.</li><li>Tyra works by helping the blood vessels in your penis to relax, allowing the flow of blood into your penis.</li><li>The result of this is improved erectile function.</li><li>It is important to note that Tyra does not work if there is no sexual stimulation.</li></ul>",72.05
Apisal,6251150000000,"<p><strong>Highlights:</strong></p><ul>
<li>Loosens and thins mucous secretions to aid aspiration and removal from nose and sinuses allowing for easier breathing.</li><li>Physiological isotonic saline solution.</li><li>Buffered formula and alcohol-free, thus will not sting or burn delicate nasal membranes.</li></ul>",21.9
Otocol,6251151000140, ,7.6
Decozal,6251151000270, ,5.6
Dewax,6251151000331, ,4.7
Decozal,6251151000850, ,7.55
Cobal,6251154040013,"<p><strong>Highlights:</strong></p><ul>
<li>Cobal 500 mcg tablets Mecobalamin: Product of Eisai, Japan</li><li>Contain Mecobalamin (Vitamin B12)  500 mcg in each tablet</li><li>Convenience and Effective: Orally administer 1 tablet 3 times a day</li><li>Effective by Supportive for Adult Peripheral nerve health.</li><li>Safe Packing  : 3  strips x 10 tablets in Foils in Box with Safe and Seal Pack.</li></ul>",20.75
Fenadex,6251154050012, ,16.25
Fenadex,6251154211017, ,15.15
Moven,6251159025220, ,35.9
Allerfin,6251159026067, ,2.55
Neo Healar,6251159028504,,58.85
Takepron,6251159028627, ,22.95
Takepron,6251159028634, ,45.95
Panda,6251599000757, ,4.65
Deflat,6251600000332, ,10.25
Deflat,6251600000349, ,10.25
Azera,6251653750000, ,6.35
Kotex,6281002431496,"<h3><strong>Highlights:</strong></h3><ul>
<li><strong>Daily liner that allows airflow and absorbs light menstrual flow or vaginal secretions.</strong></li><li><strong>Made of soft cotton essence, it is unscented and provides extra protection all day long.</strong></li><li><strong>Individually folded and packaged to give you a practical and clean user experience.</strong></li></ul>",31.0
Vaseline,6281006408647,"<p><strong>Highlights:</strong></p><ul><li>Made with petroleum jelly, purity is guaranteed with our triple-purified formula to help heal dry skin.</li><li>Dermatologist tested, skin care jelly reduces the appearance of fine, dry lines. Helps protect minor cuts and scrapes and protects your skin from windburn and chapping.</li><li>Gentle on your skin, hypoallergenic and non-comedogenic, clinically proven to help heal damaged, dry skin.</li><li>Keeps your skin healthy and glowing all day, provides dry skin relief and protects minor cuts.</li><li>Can be perfectly used as a moisturiser, body lotion or hand cream for sensitive skin as well as all skin types.</li><li>Vaseline Moisturizing Petroleum Jelly Original is suitable for sensitive skin and dryness associated with eczema.</li></ul>",5.0
Vaseline,6281006408661,"<p><strong>Highlights:</strong></p><ul>
<li>Made with petroleum jelly, purity is guaranteed with our triple-purified formula to help heal dry and damaged skin.</li><li>Vaseline Moisturizing Aloe Fresh Petroleum Jelly soothes sun-exposed skin and helps to improve dry and damaged skin</li><li>Our Moisturizing Jelly is made with the signature Vaseline Petroleum Jelly to lock in moisture and protect skin from dryness</li></ul>",14.23
Vaseline,6281006408685,"<p><strong>Highlights:</strong></p><ul>
<li>Made with trple purified 100% pure Jelly</li><li>Reduces the appearance of fine, dry lines. Helps protect minor cuts and scrapes and protects your skin from windburn and chapping</li><li>Gentle on your skin, hypoallergenic and non-comedogenic</li><li>Keeps your skin healthy and glowing all day</li><li>Gives you confidence</li></ul>",9.79
Vaseline,6281006408708,<p><strong>Highlights:</strong></p><ul><li>Vaseline Blueseal Pure Petroleum Jelly Original</li><li>100Ml</li><li>Triple Purification And Purity Guaranteed</li></ul>,12.95
Vaseline,6281006408722,"<p><strong>Highlights:</strong></p><ul><li><strong>Made with petroleum jelly, purity is guaranteed with our triple-purified formula to help heal dry and damaged skin.</strong></li><li><strong>Vaseline Moisturizing Aloe Fresh Petroleum Jelly soothes sun-exposed skin and helps to improve dry and damaged skin</strong></li><li><strong>Our Moisturizing Jelly is made with the signature Vaseline Petroleum Jelly to lock in moisture and protect skin from dryness</strong></li></ul>",29.1
Vaseline,6281006408746,"<p><strong>Highlights:</strong></p><ul>
<li>Made with petroleum jelly, purity is guaranteed with our triple-purified formula to help heal dry, damaged skin, or dull skin.</li><li>Our Moisturizing Jelly is made with the signature Vaseline Petroleum Jelly to lock in moisture and protect skin from dryness</li><li>Vaseline Petroleum Jelly formula is dermatologically tested, hypoallergenic, and non-comedogenic, so it is suitable for sensitive, cracked skin and won't clog your pores.</li><li>Enriched with cocoa butter, Vaseline Jelly nourishes your skin keeping it healthy and randiance all day.</li><li>Vaseline moisturizer keeps your dry skin healthy-looking and naturally glowing while leaving a light cocoa fragrance</li><li>Enjoy soft and healthy-looking skin with Petroleum Jelly enriched skin care product, clinically proven to help heal dry or damaged skin.</li></ul>",16.91
